Menge;AccountingMonth;Produktionsstandort;Vertriebsweg;Landeskürzel;Land;Gruppe
3;201510;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201510;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
22;201511;Standort1;direkt;MY;Malaysia;3
3;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201510;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201510;Standort1;direkt;TR;Türkei;3
1;201511;Standort1;direkt;KW;Kuwait;3
5;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
6;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201510;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201511;Standort1;direkt;DE;Deutschland;3
40;201512;Standort1;direkt;ID;Indonesien;1
60;201512;Standort1;direkt;ID;Indonesien;1
3;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201512;Standort1;direkt;MY;Malaysia;1
2;201512;Standort1;direkt;MY;Malaysia;1
1;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201511;Standort1;direkt;DE;Deutschland;3
6;201511;Standort1;direkt;TR;Türkei;3
1;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201601;Standort1;direkt;TR;Türkei;3
1;201601;Standort1;direkt;TR;Türkei;3
1;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201511;Standort1;direkt;DE;Deutschland;3
274;201512;Standort1;direkt;KW;Kuwait;3
66;201512;Standort1;direkt;KW;Kuwait;3
195;201512;Standort1;direkt;KW;Kuwait;3
55;201512;Standort1;direkt;KW;Kuwait;3
4;201512;Standort1;direkt;ID;Indonesien;3
2;201511;Standort1;direkt;DE;Deutschland;5
14;201511;Standort1;direkt;DE;Deutschland;3
2;201511;Standort1;direkt;MY;Malaysia;5
3;201512;Standort1;direkt;MY;Malaysia;3
3;201512;Standort1;direkt;MY;Malaysia;3
6;201512;Standort1;direkt;MY;Malaysia;3
8;201512;Standort1;direkt;MY;Malaysia;3
428;201602;Standort1;direkt;KW;Kuwait;3
189;201602;Standort1;direkt;KW;Kuwait;3
274;201601;Standort1;direkt;KW;Kuwait;3
67;201601;Standort1;direkt;KW;Kuwait;3
29;201605;Standort1;direkt;DE;Deutschland;3
15;201605;Standort1;direkt;DE;Deutschland;3
32;201605;Standort1;direkt;DE;Deutschland;3
29;201512;Standort1;direkt;DE;Deutschland;3
15;201512;Standort1;direkt;DE;Deutschland;3
30;201512;Standort1;direkt;DE;Deutschland;3
29;201603;Standort1;direkt;DE;Deutschland;3
15;201603;Standort1;direkt;DE;Deutschland;3
30;201603;Standort1;direkt;DE;Deutschland;3
4;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201512;Standort1;direkt;GB;Vereinigtes Königreich;1
5;201601;Standort1;direkt;SG;Singapur;3
2;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201511;Standort1;direkt;DE;Deutschland;3
2;201511;Standort1;direkt;DE;Deutschland;3
4;201511;Standort1;direkt;DE;Deutschland;3
3;201512;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201512;Standort1;direkt;ID;Indonesien;3
2;201511;Standort1;direkt;MY;Malaysia;3
1;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201512;Standort1;direkt;MY;Malaysia;3
1;201511;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201511;Standort1;direkt;DE;Deutschland;3
11;201511;Standort1;direkt;DE;Deutschland;3
1;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201512;Standort1;direkt;DE;Deutschland;3
1;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201602;Standort1;direkt;QA;Qatar;3
10;201512;Standort1;direkt;DE;Deutschland;3
2;201512;Standort1;direkt;MY;Malaysia;3
6;201512;Standort1;direkt;DE;Deutschland;3
15;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
9;201512;Standort1;direkt;TR;Türkei;3
1;201602;Standort1;direkt;DE;Deutschland;3
1;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
40;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
6;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
6;201601;Standort1;direkt;DE;Deutschland;3
1;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
17;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
40;201512;Standort1;direkt;MY;Malaysia;3
6;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
33;201604;Standort1;direkt;ID;Indonesien;3
33;201602;Standort1;direkt;ID;Indonesien;3
1;201512;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201512;Standort1;direkt;DE;Deutschland;3
3;201512;Standort1;direkt;DE;Deutschland;3
5;201512;Standort1;direkt;DE;Deutschland;3
6;201512;Standort1;direkt;TR;Türkei;3
2;201602;Standort1;direkt;MY;Malaysia;3
2;201602;Standort1;direkt;MY;Malaysia;3
2;201602;Standort1;direkt;MY;Malaysia;3
13;201601;Standort1;direkt;QA;Qatar;3
13;201601;Standort1;direkt;QA;Qatar;3
2;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
34;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201601;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201602;Standort1;direkt;DE;Deutschland;3
4;201601;Standort1;direkt;DE;Deutschland;3
4;201602;Standort1;direkt;KW;Kuwait;3
2;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201603;Standort1;direkt;MY;Malaysia;3
1;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
7;201601;Standort1;direkt;GB;Vereinigtes Königreich;3
13;201602;Standort1;direkt;TR;Türkei;3
10;201602;Standort1;direkt;TR;Türkei;3
1;201602;Standort1;direkt;TR;Türkei;3
63;201601;Standort1;direkt;TR;Türkei;3
36;201601;Standort1;direkt;TR;Türkei;3
4;201602;Standort1;direkt;DE;Deutschland;3
3;201601;Standort1;direkt;GB;Vereinigtes Königreich;5
4;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201601;Standort1;direkt;MY;Malaysia;3
5;201602;Standort1;direkt;GB;Vereinigtes Königreich;5
10;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201602;Standort1;direkt;GB;Vereinigtes Königreich;5
12;201602;Standort1;direkt;DE;Deutschland;3
1;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201602;Standort1;direkt;DE;Deutschland;3
1;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
5;201606;Standort1;direkt;SG;Singapur;3
5;201606;Standort1;direkt;SG;Singapur;3
24;201602;Standort1;direkt;KW;Kuwait;3
4;201602;Standort1;direkt;KW;Kuwait;3
61;201602;Standort1;direkt;KW;Kuwait;3
30;201602;Standort1;direkt;KW;Kuwait;3
15;201602;Standort1;direkt;TR;Türkei;3
18;201602;Standort1;direkt;TR;Türkei;3
7;201602;Standort1;direkt;TR;Türkei;3
2;201602;Standort1;direkt;TR;Türkei;3
2;201602;Standort1;direkt;TR;Türkei;3
4;201602;Standort1;direkt;TR;Türkei;3
6;201602;Standort1;direkt;KW;Kuwait;3
1;201602;Standort1;direkt;KW;Kuwait;3
4;201602;Standort1;direkt;MY;Malaysia;3
3;201602;Standort1;direkt;MY;Malaysia;3
3;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201603;Standort1;direkt;QA;Qatar;3
3;201603;Standort1;direkt;QA;Qatar;3
1;201603;Standort1;direkt;QA;Qatar;3
5;201603;Standort1;direkt;ID;Indonesien;3
5;201603;Standort1;direkt;ID;Indonesien;3
6;201602;Standort1;direkt;DE;Deutschland;3
2;201602;Standort1;direkt;DE;Deutschland;3
6;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201602;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201603;Standort1;direkt;TR;Türkei;3
2;201602;Standort1;direkt;DE;Deutschland;3
2;201602;Standort1;direkt;DE;Deutschland;3
7;201603;Standort1;direkt;QA;Qatar;3
7;201603;Standort1;direkt;QA;Qatar;3
6;201603;Standort1;direkt;QA;Qatar;3
1;201603;Standort1;direkt;QA;Qatar;3
4;201603;Standort1;direkt;QA;Qatar;3
18;201603;Standort1;direkt;QA;Qatar;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201602;Standort1;direkt;DE;Deutschland;3
1;201602;Standort1;direkt;DE;Deutschland;3
22;201603;Standort1;direkt;KW;Kuwait;3
17;201603;Standort1;direkt;KW;Kuwait;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201602;Standort1;direkt;DE;Deutschland;3
1;201604;Standort1;direkt;QA;Qatar;3
5;201604;Standort1;direkt;QA;Qatar;3
1;201604;Standort1;direkt;QA;Qatar;3
3;201604;Standort1;direkt;QA;Qatar;3
5;201603;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;5
18;201603;Standort1;direkt;DE;Deutschland;3
2;201604;Standort1;direkt;ID;Indonesien;3
2;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
6;201603;Standort1;direkt;DE;Deutschland;3
5;201603;Standort1;direkt;DE;Deutschland;3
10;201602;Standort1;direkt;DE;Deutschland;3
1;201603;Standort1;direkt;DE;Deutschland;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201603;Standort1;direkt;TR;Türkei;3
2;201603;Standort1;direkt;QA;Qatar;3
9;201602;Standort1;direkt;KW;Kuwait;3
1;201603;Standort1;direkt;DE;Deutschland;3
2;201603;Standort1;direkt;MY;Malaysia;3
2;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
108;201603;Standort1;direkt;KW;Kuwait;3
28;201603;Standort1;direkt;KW;Kuwait;3
3;201604;Standort1;direkt;DE;Deutschland;3
12;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201604;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
38;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
17;201603;Standort1;direkt;TR;Türkei;3
10;201604;Standort1;direkt;DE;Deutschland;3
10;201604;Standort1;direkt;DE;Deutschland;3
10;201604;Standort1;direkt;DE;Deutschland;3
30;201604;Standort1;direkt;DE;Deutschland;3
1;201604;Standort1;direkt;GB;Vereinigtes Königreich;5
5;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201604;Standort1;direkt;MY;Malaysia;3
2;201604;Standort1;direkt;MY;Malaysia;3
2;201604;Standort1;direkt;MY;Malaysia;3
2;201604;Standort1;direkt;MY;Malaysia;5
2;201604;Standort1;direkt;MY;Malaysia;5
4;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201603;Standort1;direkt;TR;Türkei;3
16;201603;Standort1;direkt;ID;Indonesien;1
3;201603;Standort1;direkt;DE;Deutschland;3
2;201603;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201605;Standort1;direkt;KW;Kuwait;3
5;201604;Standort1;direkt;GB;Vereinigtes Königreich;5
10;201605;Standort1;direkt;DE;Deutschland;3
27;201604;Standort1;direkt;QA;Qatar;3
5;201604;Standort1;direkt;QA;Qatar;3
1;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201604;Standort1;direkt;ID;Indonesien;3
2;201603;Standort1;direkt;GB;Vereinigtes Königreich;5
8;201603;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
10;201605;Standort1;direkt;DE;Deutschland;3
5;201604;Standort1;direkt;TR;Türkei;3
3;201604;Standort1;direkt;TR;Türkei;3
41;201604;Standort1;direkt;TR;Türkei;3
4;201604;Standort1;direkt;TR;Türkei;3
3;201604;Standort1;direkt;TR;Türkei;3
21;201604;Standort1;direkt;TR;Türkei;3
2;201607;Standort1;direkt;ID;Indonesien;3
12;201604;Standort1;direkt;MY;Malaysia;3
30;201604;Standort1;direkt;KW;Kuwait;3
56;201604;Standort1;direkt;KW;Kuwait;3
10;201609;Standort1;direkt;MY;Malaysia;1
20;201609;Standort1;direkt;MY;Malaysia;1
30;201609;Standort1;direkt;MY;Malaysia;1
20;201607;Standort1;direkt;MY;Malaysia;1
20;201604;Standort1;direkt;MY;Malaysia;1
1;201604;Standort1;direkt;TR;Türkei;3
2;201604;Standort1;direkt;TR;Türkei;3
2;201604;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201604;Standort1;direkt;SG;Singapur;3
20;201604;Standort1;direkt;KW;Kuwait;3
1;201604;Standort1;direkt;DE;Deutschland;3
2;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201604;Standort1;direkt;GB;Vereinigtes Königreich;5
30;201604;Standort1;direkt;QA;Qatar;3
8;201604;Standort1;direkt;QA;Qatar;3
2;201605;Standort1;direkt;DE;Deutschland;3
4;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201605;Standort1;direkt;DE;Deutschland;3
2;201604;Standort1;direkt;ID;Indonesien;3
2;201605;Standort1;direkt;ID;Indonesien;3
2;201604;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201604;Standort1;direkt;DE;Deutschland;3
4;201605;Standort1;direkt;DE;Deutschland;3
8;201606;Standort1;direkt;DE;Deutschland;3
3;201605;Standort1;direkt;QA;Qatar;3
13;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201605;Standort1;direkt;DE;Deutschland;3
8;201605;Standort1;direkt;DE;Deutschland;3
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
25;201605;Standort1;direkt;TR;Türkei;3
1;201606;Standort1;direkt;KW;Kuwait;3
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201605;Standort1;direkt;MY;Malaysia;3
1;201605;Standort1;direkt;MY;Malaysia;3
1;201605;Standort1;direkt;MY;Malaysia;5
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201605;Standort1;direkt;DE;Deutschland;3
4;201605;Standort1;direkt;DE;Deutschland;3
3;201605;Standort1;direkt;DE;Deutschland;3
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201605;Standort1;direkt;DE;Deutschland;3
26;201606;Standort1;direkt;TR;Türkei;3
14;201606;Standort1;direkt;TR;Türkei;3
16;201606;Standort1;direkt;TR;Türkei;3
17;201606;Standort1;direkt;TR;Türkei;3
10;201606;Standort1;direkt;TR;Türkei;3
10;201606;Standort1;direkt;TR;Türkei;3
9;201605;Standort1;direkt;DE;Deutschland;3
10;201605;Standort1;direkt;DE;Deutschland;3
15;201605;Standort1;direkt;DE;Deutschland;3
1;201605;Standort1;direkt;DE;Deutschland;3
1;201605;Standort1;direkt;ID;Indonesien;3
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
7;201605;Standort1;direkt;DE;Deutschland;3
4;201605;Standort1;direkt;DE;Deutschland;3
6;201605;Standort1;direkt;DE;Deutschland;3
6;201605;Standort1;direkt;DE;Deutschland;3
13;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
6;201605;Standort1;direkt;GB;Vereinigtes Königreich;5
29;201606;Standort1;direkt;DE;Deutschland;3
15;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
21;201606;Standort1;direkt;DE;Deutschland;3
10;201606;Standort1;direkt;DE;Deutschland;3
9;201606;Standort1;direkt;DE;Deutschland;3
1;201605;Standort1;direkt;DE;Deutschland;3
14;201605;Standort1;direkt;MY;Malaysia;3
1;201605;Standort1;direkt;TR;Türkei;3
4;201605;Standort1;direkt;KW;Kuwait;3
2;201605;Standort1;direkt;KW;Kuwait;3
50;201605;Standort1;direkt;ID;Indonesien;3
10;201605;Standort1;direkt;ID;Indonesien;3
1;201608;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201605;Standort1;direkt;MY;Malaysia;3
4;201607;Standort1;direkt;KW;Kuwait;3
2;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
25;201605;Standort1;direkt;MY;Malaysia;3
25;201605;Standort1;direkt;MY;Malaysia;3
2;201605;Standort1;direkt;MY;Malaysia;3
1;201605;Standort1;direkt;DE;Deutschland;3
6;201605;Standort1;direkt;DE;Deutschland;3
4;201607;Standort1;direkt;MY;Malaysia;3
45;201605;Standort1;direkt;MY;Malaysia;3
2;201605;Standort1;direkt;ID;Indonesien;1
11;201605;Standort1;direkt;MY;Malaysia;3
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;5
3;201605;Standort1;direkt;KW;Kuwait;3
6;201606;Standort1;direkt;DE;Deutschland;1
1;201606;Standort1;direkt;DE;Deutschland;3
7;201606;Standort1;direkt;DE;Deutschland;3
4;201606;Standort1;direkt;TR;Türkei;3
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;5
6;201606;Standort1;direkt;DE;Deutschland;3
12;201606;Standort1;direkt;DE;Deutschland;3
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
25;201605;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201606;Standort1;direkt;DE;Deutschland;1
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201606;Standort1;direkt;KW;Kuwait;3
6;201802;Standort1;direkt;SG;Singapur;3
4;201707;Standort1;direkt;SG;Singapur;3
18;201607;Standort1;direkt;SG;Singapur;3
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;5
4;201606;Standort1;direkt;ID;Indonesien;1
5;201605;Standort1;direkt;ID;Indonesien;3
2;201606;Standort1;direkt;ID;Indonesien;5
4;201606;Standort1;direkt;DE;Deutschland;3
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201610;Standort1;direkt;QA;Qatar;3
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;5
12;201606;Standort1;direkt;ID;Indonesien;3
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201607;Standort1;direkt;DE;Deutschland;3
1;201606;Standort1;direkt;MY;Malaysia;3
4;201606;Standort1;direkt;MY;Malaysia;3
5;201606;Standort1;direkt;MY;Malaysia;3
4;201606;Standort1;direkt;MY;Malaysia;3
1;201609;Standort1;direkt;DE;Deutschland;3
1;201607;Standort1;direkt;DE;Deutschland;3
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201607;Standort1;direkt;TR;Türkei;3
9;201607;Standort1;direkt;TR;Türkei;3
5;201607;Standort1;direkt;TR;Türkei;3
4;201607;Standort1;direkt;TR;Türkei;3
4;201607;Standort1;direkt;TR;Türkei;3
4;201606;Standort1;direkt;TR;Türkei;3
6;201606;Standort1;direkt;TR;Türkei;3
1;201605;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201607;Standort1;direkt;DE;Deutschland;3
3;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201607;Standort1;direkt;QA;Qatar;3
3;201607;Standort1;direkt;DE;Deutschland;3
3;201607;Standort1;direkt;DE;Deutschland;3
2;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
5;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201607;Standort1;direkt;DE;Deutschland;3
3;201607;Standort1;direkt;DE;Deutschland;3
8;201607;Standort1;direkt;DE;Deutschland;3
1;201607;Standort1;direkt;DE;Deutschland;3
7;201607;Standort1;direkt;DE;Deutschland;3
13;201607;Standort1;direkt;DE;Deutschland;3
8;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
8;201607;Standort1;direkt;KW;Kuwait;3
2;201606;Standort1;direkt;DE;Deutschland;3
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;5
4;201607;Standort1;direkt;DE;Deutschland;3
2;201607;Standort1;direkt;DE;Deutschland;3
7;201606;Standort1;direkt;ID;Indonesien;3
29;201606;Standort1;direkt;ID;Indonesien;3
12;201606;Standort1;direkt;ID;Indonesien;3
2;201607;Standort1;direkt;MY;Malaysia;3
2;201607;Standort1;direkt;MY;Malaysia;3
2;201607;Standort1;direkt;MY;Malaysia;3
2;201607;Standort1;direkt;MY;Malaysia;3
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
7;201607;Standort1;direkt;DE;Deutschland;3
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
13;201607;Standort1;direkt;KW;Kuwait;3
5;201607;Standort1;direkt;KW;Kuwait;3
4;201607;Standort1;direkt;DE;Deutschland;3
4;201607;Standort1;direkt;DE;Deutschland;3
9;201607;Standort1;direkt;DE;Deutschland;3
4;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201608;Standort1;direkt;GB;Vereinigtes Königreich;5
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
5;201606;Standort1;direkt;DE;Deutschland;3
25;201608;Standort1;direkt;QA;Qatar;3
12;201608;Standort1;direkt;QA;Qatar;3
2;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201608;Standort1;direkt;GB;Vereinigtes Königreich;3
16;201606;Standort1;direkt;ID;Indonesien;3
4;201607;Standort1;direkt;SG;Singapur;3
2;201608;Standort1;direkt;DE;Deutschland;3
3;201607;Standort1;direkt;DE;Deutschland;3
10;201607;Standort1;direkt;DE;Deutschland;3
2;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201608;Standort1;direkt;GB;Vereinigtes Königreich;5
2;201606;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201608;Standort1;direkt;MY;Malaysia;3
2;201607;Standort1;direkt;DE;Deutschland;3
1;201608;Standort1;direkt;GB;Vereinigtes Königreich;3
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
4;201607;Standort1;direkt;DE;Deutschland;1
3;201607;Standort1;direkt;KW;Kuwait;3
4;201607;Standort1;direkt;KW;Kuwait;3
8;201608;Standort1;direkt;KW;Kuwait;3
2;201608;Standort1;direkt;KW;Kuwait;3
34;201609;Standort1;direkt;KW;Kuwait;3
5;201609;Standort1;direkt;KW;Kuwait;3
2;201607;Standort1;direkt;DE;Deutschland;3
3;201607;Standort1;direkt;MY;Malaysia;3
10;201607;Standort1;direkt;MY;Malaysia;3
2;201610;Standort1;direkt;MY;Malaysia;3
21;201610;Standort1;direkt;MY;Malaysia;3
4;201610;Standort1;direkt;MY;Malaysia;3
6;201608;Standort1;direkt;DE;Deutschland;3
1;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
7;201608;Standort1;direkt;GB;Vereinigtes Königreich;3
17;201608;Standort1;direkt;KW;Kuwait;3
76;201608;Standort1;direkt;KW;Kuwait;3
24;201608;Standort1;direkt;KW;Kuwait;3
25;201608;Standort1;direkt;KW;Kuwait;3
114;201608;Standort1;direkt;KW;Kuwait;3
35;201608;Standort1;direkt;KW;Kuwait;3
25;201609;Standort1;direkt;KW;Kuwait;3
114;201609;Standort1;direkt;KW;Kuwait;3
35;201609;Standort1;direkt;KW;Kuwait;3
17;201609;Standort1;direkt;KW;Kuwait;3
76;201609;Standort1;direkt;KW;Kuwait;3
24;201609;Standort1;direkt;KW;Kuwait;3
88;201809;Standort1;direkt;KW;Kuwait;3
180;201805;Standort1;direkt;KW;Kuwait;3
180;201803;Standort1;direkt;KW;Kuwait;3
180;201801;Standort1;direkt;KW;Kuwait;3
180;201711;Standort1;direkt;KW;Kuwait;3
180;201709;Standort1;direkt;KW;Kuwait;3
180;201707;Standort1;direkt;KW;Kuwait;3
190;201705;Standort1;direkt;KW;Kuwait;3
190;201703;Standort1;direkt;KW;Kuwait;3
152;201701;Standort1;direkt;KW;Kuwait;3
152;201611;Standort1;direkt;KW;Kuwait;3
180;201609;Standort1;direkt;KW;Kuwait;3
68;201608;Standort1;direkt;KW;Kuwait;3
4;201607;Standort1;direkt;ID;Indonesien;3
1;201608;Standort1;direkt;GB;Vereinigtes Königreich;3
40;201608;Standort1;direkt;KW;Kuwait;3
4;201608;Standort1;direkt;KW;Kuwait;3
4;201608;Standort1;direkt;DE;Deutschland;3
4;201608;Standort1;direkt;DE;Deutschland;3
1;201608;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201607;Standort1;direkt;GB;Vereinigtes Königreich;3
2;201608;Standort1;direkt;GB;Vereinigtes Königreich;5
10;201610;Standort1;direkt;GB;Vereinigtes Königreich;3
3;201608;Standort1;direkt;DE;Deutschland;3
1;201608;Standort1;direkt;DE;Deutschland;3
1;201608;Standort1;direkt;MY;Malaysia;5
4;201608;Standort1;direkt;MY;Malaysia;3
