Menge;AccountingMonth;Produktionsstandort;Vertriebsweg;Landeskürzel;Land;Gruppe
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;indirekt;DE;Deutschland;3
49;201801;Standort2;direkt;IN;Indien;1
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
2;201801;Standort2;indirekt;DE;Deutschland;3
3;201801;Standort2;direkt;IN;Indien;3
3;201801;Standort2;indirekt;DE;Deutschland;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;indirekt;DE;Deutschland;3
1;201712;Standort2;indirekt;DE;Deutschland;5
16;201802;Standort2;indirekt;DE;Deutschland;3
4;201802;Standort2;indirekt;DE;Deutschland;3
13;201802;Standort2;indirekt;DE;Deutschland;3
16;201802;Standort2;indirekt;DE;Deutschland;3
2;201802;Standort2;indirekt;DE;Deutschland;3
6;201801;Standort2;indirekt;DE;Deutschland;3
1;201801;Standort2;indirekt;DE;Deutschland;1
1;201801;Standort2;indirekt;DE;Deutschland;3
20;201801;Standort2;direkt;IN;Indien;1
20;201801;Standort2;direkt;IN;Indien;1
1;201801;Standort2;direkt;IN;Indien;3
15;201801;Standort2;direkt;IN;Indien;1
2;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;indirekt;DE;Deutschland;3
2;201712;Standort2;direkt;IN;Indien;1
100;201802;Standort2;indirekt;DE;Deutschland;1
10;201801;Standort2;indirekt;DE;Deutschland;3
3;201801;Standort2;indirekt;DE;Deutschland;3
12;201801;Standort2;indirekt;DE;Deutschland;3
20;201801;Standort2;indirekt;DE;Deutschland;3
4;201801;Standort2;indirekt;DE;Deutschland;3
1;201801;Standort2;indirekt;DE;Deutschland;5
2;201801;Standort2;direkt;IN;Indien;3
8;201801;Standort2;direkt;IN;Indien;1
4;201801;Standort2;indirekt;DE;Deutschland;3
1;201801;Standort2;indirekt;DE;Deutschland;3
1;201801;Standort2;indirekt;DE;Deutschland;2
1;201801;Standort2;direkt;IN;Indien;1
20;201801;Standort2;indirekt;DE;Deutschland;1
20;201801;Standort2;indirekt;DE;Deutschland;1
20;201801;Standort2;indirekt;DE;Deutschland;3
4;201802;Standort2;direkt;IN;Indien;1
95;201801;Standort2;indirekt;DE;Deutschland;3
4;201801;Standort2;indirekt;DE;Deutschland;3
2;201801;Standort2;indirekt;DE;Deutschland;3
2;201801;Standort2;direkt;IN;Indien;1
1;201801;Standort2;indirekt;DE;Deutschland;3
6;201801;Standort2;direkt;IN;Indien;1
50;201803;Standort2;direkt;IN;Indien;1
10;201801;Standort2;direkt;IN;Indien;1
40;201801;Standort2;direkt;IN;Indien;1
1;201801;Standort2;direkt;IN;Indien;2
1;201801;Standort2;indirekt;DE;Deutschland;3
1;201801;Standort2;indirekt;DE;Deutschland;1
6;201801;Standort2;indirekt;DE;Deutschland;3
4;201801;Standort2;indirekt;DE;Deutschland;3
5;201801;Standort2;indirekt;DE;Deutschland;1
2;201801;Standort2;indirekt;DE;Deutschland;5
3;201801;Standort2;indirekt;DE;Deutschland;3
1;201801;Standort2;direkt;IN;Indien;3
3;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;indirekt;DE;Deutschland;5
2;201801;Standort2;indirekt;DE;Deutschland;3
10;201801;Standort2;indirekt;DE;Deutschland;3
5;201801;Standort2;indirekt;DE;Deutschland;1
30;201801;Standort2;indirekt;DE;Deutschland;1
2;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
42;201802;Standort2;direkt;IN;Indien;3
32;201801;Standort2;direkt;IN;Indien;1
1;201801;Standort2;indirekt;DE;Deutschland;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
8;201801;Standort2;direkt;IN;Indien;3
10;201801;Standort2;direkt;IN;Indien;3
7;201801;Standort2;direkt;IN;Indien;3
10;201801;Standort2;direkt;IN;Indien;3
10;201801;Standort2;direkt;IN;Indien;3
5;201801;Standort2;direkt;IN;Indien;3
5;201801;Standort2;direkt;IN;Indien;3
5;201801;Standort2;direkt;IN;Indien;3
5;201801;Standort2;direkt;IN;Indien;1
1;201801;Standort2;direkt;IN;Indien;1
4;201801;Standort2;direkt;IN;Indien;1
1;201801;Standort2;direkt;IN;Indien;1
2;201802;Standort2;direkt;IN;Indien;3
7;201802;Standort2;direkt;IN;Indien;3
3;201801;Standort2;direkt;IN;Indien;3
28;201802;Standort2;direkt;IN;Indien;3
30;201802;Standort2;direkt;IN;Indien;3
18;201802;Standort2;direkt;IN;Indien;3
48;201802;Standort2;direkt;IN;Indien;3
8;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;1
2;201802;Standort2;direkt;IN;Indien;1
2;201801;Standort2;direkt;IN;Indien;3
21;201801;Standort2;direkt;IN;Indien;2
1;201801;Standort2;direkt;IN;Indien;3
9;201801;Standort2;direkt;IN;Indien;1
7;201801;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;3
2;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;5
10;201802;Standort2;indirekt;DE;Deutschland;1
1;201802;Standort2;indirekt;DE;Deutschland;5
1;201801;Standort2;direkt;IN;Indien;1
2;201801;Standort2;indirekt;DE;Deutschland;3
50;201802;Standort2;indirekt;DE;Deutschland;1
1;201801;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;3
2;201801;Standort2;direkt;IN;Indien;3
2;201801;Standort2;direkt;IN;Indien;3
2;201801;Standort2;direkt;IN;Indien;3
2;201801;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;direkt;IN;Indien;1
2;201802;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;1
3;201802;Standort2;indirekt;DE;Deutschland;1
3;201802;Standort2;indirekt;DE;Deutschland;3
2;201802;Standort2;direkt;IN;Indien;3
7;201802;Standort2;direkt;IN;Indien;3
8;201802;Standort2;direkt;IN;Indien;3
8;201802;Standort2;direkt;IN;Indien;3
8;201802;Standort2;direkt;IN;Indien;3
6;201802;Standort2;direkt;IN;Indien;3
6;201802;Standort2;direkt;IN;Indien;3
6;201802;Standort2;direkt;IN;Indien;3
12;201802;Standort2;direkt;IN;Indien;3
3;201802;Standort2;direkt;IN;Indien;3
3;201802;Standort2;indirekt;DE;Deutschland;3
6;201802;Standort2;indirekt;DE;Deutschland;3
2;201801;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
4;201802;Standort2;indirekt;DE;Deutschland;3
2;201802;Standort2;indirekt;DE;Deutschland;3
40;201801;Standort2;direkt;IN;Indien;2
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
3;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;1
3;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201801;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;1
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;direkt;IN;Indien;3
5;201802;Standort2;indirekt;DE;Deutschland;3
40;201802;Standort2;direkt;IN;Indien;1
10;201802;Standort2;direkt;IN;Indien;1
10;201801;Standort2;direkt;IN;Indien;1
10;201801;Standort2;direkt;IN;Indien;1
5;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
2;201801;Standort2;indirekt;DE;Deutschland;3
4;201802;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;1
4;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;direkt;IN;Indien;1
3;201802;Standort2;direkt;IN;Indien;3
3;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;indirekt;DE;Deutschland;3
44;201802;Standort2;direkt;IN;Indien;1
6;201802;Standort2;direkt;IN;Indien;1
65;201801;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;1
3;201802;Standort2;direkt;IN;Indien;2
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
24;201802;Standort2;direkt;IN;Indien;1
1;201801;Standort2;direkt;IN;Indien;2
17;201802;Standort2;direkt;IN;Indien;2
12;201802;Standort2;direkt;IN;Indien;1
2;201802;Standort2;direkt;IN;Indien;3
3;201802;Standort2;direkt;IN;Indien;1
3;201802;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;1
4;201802;Standort2;direkt;IN;Indien;1
3;201802;Standort2;direkt;IN;Indien;1
2;201802;Standort2;indirekt;DE;Deutschland;3
5;201802;Standort2;indirekt;DE;Deutschland;1
1;201802;Standort2;indirekt;DE;Deutschland;1
1;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
2;201802;Standort2;indirekt;DE;Deutschland;5
1;201802;Standort2;indirekt;DE;Deutschland;3
6;201803;Standort2;indirekt;DE;Deutschland;3
1;201801;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;1
4;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;5
2;201802;Standort2;indirekt;DE;Deutschland;3
6;201802;Standort2;indirekt;DE;Deutschland;3
100;201803;Standort2;direkt;IN;Indien;1
140;201802;Standort2;direkt;IN;Indien;1
3;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;direkt;IN;Indien;1
26;201802;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
73;201802;Standort2;indirekt;DE;Deutschland;3
2;201802;Standort2;indirekt;DE;Deutschland;3
3;201802;Standort2;indirekt;DE;Deutschland;3
2;201802;Standort2;indirekt;DE;Deutschland;3
2;201802;Standort2;direkt;IN;Indien;1
1;201803;Standort2;direkt;IN;Indien;3
2;201803;Standort2;indirekt;DE;Deutschland;3
200;201805;Standort2;indirekt;DE;Deutschland;1
200;201804;Standort2;indirekt;DE;Deutschland;1
200;201803;Standort2;indirekt;DE;Deutschland;1
200;201802;Standort2;indirekt;DE;Deutschland;1
200;201801;Standort2;indirekt;DE;Deutschland;1
1;201802;Standort2;indirekt;DE;Deutschland;3
65;201803;Standort2;direkt;IN;Indien;3
4;201802;Standort2;indirekt;DE;Deutschland;1
7;201802;Standort2;indirekt;DE;Deutschland;3
95;201803;Standort2;indirekt;DE;Deutschland;1
1;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
5;201803;Standort2;direkt;IN;Indien;1
25;201803;Standort2;direkt;IN;Indien;1
100;201803;Standort2;direkt;IN;Indien;1
1;201802;Standort2;indirekt;DE;Deutschland;1
10;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;1
4;201802;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
40;201802;Standort2;indirekt;DE;Deutschland;1
10;201802;Standort2;indirekt;DE;Deutschland;1
20;201803;Standort2;indirekt;DE;Deutschland;1
6;201802;Standort2;direkt;IN;Indien;1
2;201803;Standort2;direkt;IN;Indien;3
2;201803;Standort2;direkt;IN;Indien;3
1;201803;Standort2;direkt;IN;Indien;3
2;201803;Standort2;direkt;IN;Indien;3
1;201803;Standort2;direkt;IN;Indien;1
2;201803;Standort2;direkt;IN;Indien;3
3;201802;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;indirekt;DE;Deutschland;3
21;201802;Standort2;indirekt;DE;Deutschland;3
10;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;1
2;201802;Standort2;indirekt;DE;Deutschland;3
4;201803;Standort2;indirekt;DE;Deutschland;3
11;201802;Standort2;direkt;IN;Indien;3
2;201803;Standort2;indirekt;DE;Deutschland;3
3;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;direkt;IN;Indien;3
39;201803;Standort2;direkt;IN;Indien;1
2;201806;Standort2;direkt;IN;Indien;1
2;201806;Standort2;direkt;IN;Indien;1
2;201802;Standort2;direkt;IN;Indien;3
6;201802;Standort2;direkt;IN;Indien;3
8;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;direkt;IN;Indien;3
14;201802;Standort2;direkt;IN;Indien;3
2;201802;Standort2;direkt;IN;Indien;3
4;201802;Standort2;direkt;IN;Indien;3
60;201803;Standort2;direkt;IN;Indien;1
168;201802;Standort2;direkt;IN;Indien;1
2;201802;Standort2;direkt;IN;Indien;3
1;201803;Standort2;indirekt;DE;Deutschland;3
8;201802;Standort2;indirekt;DE;Deutschland;3
19;201802;Standort2;indirekt;DE;Deutschland;3
20;201804;Standort2;indirekt;DE;Deutschland;7
18;201803;Standort2;indirekt;DE;Deutschland;3
6;201803;Standort2;indirekt;DE;Deutschland;3
4;201802;Standort2;indirekt;DE;Deutschland;7
4;201802;Standort2;indirekt;DE;Deutschland;7
15;201808;Standort2;indirekt;DE;Deutschland;3
4;201808;Standort2;indirekt;DE;Deutschland;3
5;201808;Standort2;indirekt;DE;Deutschland;3
26;201808;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;indirekt;DE;Deutschland;7
4;201803;Standort2;indirekt;DE;Deutschland;7
8;201802;Standort2;indirekt;DE;Deutschland;7
4;201802;Standort2;indirekt;DE;Deutschland;7
27;201804;Standort2;indirekt;DE;Deutschland;3
32;201804;Standort2;indirekt;DE;Deutschland;7
6;201804;Standort2;indirekt;DE;Deutschland;3
6;201804;Standort2;indirekt;DE;Deutschland;7
12;201804;Standort2;indirekt;DE;Deutschland;3
2;201804;Standort2;indirekt;DE;Deutschland;7
20;201804;Standort2;indirekt;DE;Deutschland;3
13;201804;Standort2;indirekt;DE;Deutschland;7
32;201804;Standort2;indirekt;DE;Deutschland;3
21;201804;Standort2;indirekt;DE;Deutschland;7
10;201803;Standort2;indirekt;DE;Deutschland;3
4;201803;Standort2;indirekt;DE;Deutschland;7
22;201804;Standort2;indirekt;DE;Deutschland;3
14;201804;Standort2;indirekt;DE;Deutschland;7
2;201804;Standort2;indirekt;DE;Deutschland;7
1;201804;Standort2;indirekt;DE;Deutschland;7
12;201804;Standort2;indirekt;DE;Deutschland;3
10;201804;Standort2;indirekt;DE;Deutschland;7
2;201804;Standort2;indirekt;DE;Deutschland;7
14;201805;Standort2;indirekt;DE;Deutschland;7
23;201804;Standort2;indirekt;DE;Deutschland;3
27;201804;Standort2;indirekt;DE;Deutschland;3
16;201804;Standort2;indirekt;DE;Deutschland;7
10;201803;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
50;201803;Standort2;direkt;IN;Indien;1
1;201803;Standort2;indirekt;DE;Deutschland;3
2;201802;Standort2;indirekt;DE;Deutschland;1
9;201805;Standort2;indirekt;DE;Deutschland;7
37;201804;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;direkt;IN;Indien;3
3;201802;Standort2;direkt;IN;Indien;1
1;201802;Standort2;direkt;IN;Indien;1
12;201803;Standort2;direkt;IN;Indien;3
9;201803;Standort2;direkt;IN;Indien;3
2;201803;Standort2;direkt;IN;Indien;1
2;201803;Standort2;direkt;IN;Indien;3
4;201805;Standort2;indirekt;DE;Deutschland;7
23;201804;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;indirekt;DE;Deutschland;3
3;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;5
9;201802;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;indirekt;DE;Deutschland;3
100;201803;Standort2;direkt;IN;Indien;1
42;201802;Standort2;direkt;IN;Indien;1
2;201803;Standort2;indirekt;DE;Deutschland;3
7;201803;Standort2;direkt;IN;Indien;1
2;201803;Standort2;direkt;IN;Indien;1
1;201803;Standort2;indirekt;DE;Deutschland;5
1;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;3
3;201803;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;direkt;IN;Indien;2
2;201803;Standort2;direkt;IN;Indien;3
20;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;direkt;IN;Indien;3
10;201803;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;indirekt;DE;Deutschland;3
3;201803;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;direkt;IN;Indien;3
1;201802;Standort2;direkt;IN;Indien;3
4;201803;Standort2;indirekt;DE;Deutschland;3
8;201803;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;indirekt;DE;Deutschland;3
20;201803;Standort2;indirekt;DE;Deutschland;3
1;201802;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;indirekt;DE;Deutschland;3
30;201803;Standort2;direkt;IN;Indien;1
4;201803;Standort2;direkt;IN;Indien;1
3;201803;Standort2;indirekt;DE;Deutschland;3
10;201804;Standort2;indirekt;DE;Deutschland;7
4;201803;Standort2;indirekt;DE;Deutschland;7
11;201802;Standort2;indirekt;DE;Deutschland;1
5;201803;Standort2;indirekt;DE;Deutschland;1
7;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;direkt;IN;Indien;1
7;201803;Standort2;direkt;IN;Indien;3
20;201803;Standort2;direkt;IN;Indien;3
32;201803;Standort2;direkt;IN;Indien;3
12;201803;Standort2;direkt;IN;Indien;3
10;201803;Standort2;direkt;IN;Indien;1
1;201803;Standort2;indirekt;DE;Deutschland;3
19;201803;Standort2;direkt;IN;Indien;2
2;201802;Standort2;direkt;IN;Indien;3
4;201803;Standort2;direkt;IN;Indien;3
2;201802;Standort2;indirekt;DE;Deutschland;5
8;201803;Standort2;indirekt;DE;Deutschland;1
8;201803;Standort2;direkt;IN;Indien;1
5;201803;Standort2;direkt;IN;Indien;1
1;201803;Standort2;indirekt;DE;Deutschland;3
44;201804;Standort2;direkt;IN;Indien;3
1;201803;Standort2;direkt;IN;Indien;1
3;201803;Standort2;indirekt;DE;Deutschland;3
51;201812;Standort2;direkt;IN;Indien;1
30;201807;Standort2;direkt;IN;Indien;1
35;201804;Standort2;direkt;IN;Indien;1
25;201803;Standort2;direkt;IN;Indien;1
12;201803;Standort2;indirekt;DE;Deutschland;1
2;201804;Standort2;direkt;IN;Indien;3
2;201804;Standort2;direkt;IN;Indien;3
1;201804;Standort2;direkt;IN;Indien;3
4;201803;Standort2;indirekt;DE;Deutschland;5
16;201803;Standort2;indirekt;DE;Deutschland;3
14;201803;Standort2;direkt;IN;Indien;1
2;201803;Standort2;direkt;IN;Indien;1
59;201804;Standort2;direkt;IN;Indien;1
50;201804;Standort2;direkt;IN;Indien;1
130;201803;Standort2;direkt;IN;Indien;1
17;201803;Standort2;direkt;IN;Indien;3
15;201804;Standort2;direkt;IN;Indien;2
5;201804;Standort2;direkt;IN;Indien;1
15;201804;Standort2;direkt;IN;Indien;2
1;201803;Standort2;direkt;IN;Indien;2
6;201803;Standort2;indirekt;DE;Deutschland;1
1;201803;Standort2;direkt;IN;Indien;1
6;201803;Standort2;direkt;IN;Indien;1
2;201803;Standort2;indirekt;DE;Deutschland;5
2;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;3
1;201804;Standort2;direkt;IN;Indien;3
10;201805;Standort2;direkt;IN;Indien;1
10;201804;Standort2;direkt;IN;Indien;1
10;201803;Standort2;direkt;IN;Indien;1
3;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;5
1;201803;Standort2;direkt;IN;Indien;1
5;201804;Standort2;indirekt;DE;Deutschland;5
3;201803;Standort2;indirekt;DE;Deutschland;3
125;201807;Standort2;indirekt;DE;Deutschland;1
25;201807;Standort2;indirekt;DE;Deutschland;1
125;201806;Standort2;indirekt;DE;Deutschland;1
25;201806;Standort2;indirekt;DE;Deutschland;1
125;201806;Standort2;indirekt;DE;Deutschland;1
25;201806;Standort2;indirekt;DE;Deutschland;1
125;201805;Standort2;indirekt;DE;Deutschland;1
25;201805;Standort2;indirekt;DE;Deutschland;1
125;201804;Standort2;indirekt;DE;Deutschland;1
25;201804;Standort2;indirekt;DE;Deutschland;1
125;201803;Standort2;indirekt;DE;Deutschland;1
25;201803;Standort2;indirekt;DE;Deutschland;1
2;201803;Standort2;indirekt;DE;Deutschland;5
2;201803;Standort2;indirekt;DE;Deutschland;7
1;201803;Standort2;direkt;IN;Indien;3
10;201804;Standort2;direkt;IN;Indien;1
103;201804;Standort2;direkt;IN;Indien;3
50;201804;Standort2;direkt;IN;Indien;1
45;201804;Standort2;direkt;IN;Indien;3
900;201810;Standort2;indirekt;DE;Deutschland;1
100;201810;Standort2;indirekt;DE;Deutschland;1
900;201808;Standort2;indirekt;DE;Deutschland;1
100;201807;Standort2;indirekt;DE;Deutschland;1
250;201807;Standort2;indirekt;DE;Deutschland;1
150;201806;Standort2;indirekt;DE;Deutschland;1
150;201806;Standort2;indirekt;DE;Deutschland;1
100;201806;Standort2;indirekt;DE;Deutschland;1
150;201806;Standort2;indirekt;DE;Deutschland;1
100;201805;Standort2;indirekt;DE;Deutschland;1
300;201804;Standort2;indirekt;DE;Deutschland;1
100;201804;Standort2;indirekt;DE;Deutschland;1
200;201803;Standort2;indirekt;DE;Deutschland;1
200;201803;Standort2;indirekt;DE;Deutschland;1
10;201803;Standort2;direkt;IN;Indien;3
10;201803;Standort2;direkt;IN;Indien;1
10;201803;Standort2;direkt;IN;Indien;1
1;201803;Standort2;indirekt;DE;Deutschland;5
6;201805;Standort2;indirekt;DE;Deutschland;7
4;201804;Standort2;indirekt;DE;Deutschland;3
10;201804;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;direkt;IN;Indien;1
3;201804;Standort2;direkt;IN;Indien;1
2;201804;Standort2;direkt;IN;Indien;1
7;201804;Standort2;direkt;IN;Indien;1
5;201804;Standort2;direkt;IN;Indien;1
5;201804;Standort2;indirekt;DE;Deutschland;1
1;201804;Standort2;indirekt;DE;Deutschland;5
1;201804;Standort2;indirekt;DE;Deutschland;5
1;201804;Standort2;indirekt;DE;Deutschland;5
6;201803;Standort2;direkt;IN;Indien;2
2;201803;Standort2;direkt;IN;Indien;3
7;201803;Standort2;direkt;IN;Indien;3
3;201803;Standort2;direkt;IN;Indien;3
24;201804;Standort2;direkt;IN;Indien;7
3;201804;Standort2;indirekt;DE;Deutschland;3
2;201803;Standort2;direkt;IN;Indien;3
10;201806;Standort2;direkt;IN;Indien;1
15;201804;Standort2;direkt;IN;Indien;1
15;201804;Standort2;direkt;IN;Indien;1
5;201804;Standort2;direkt;IN;Indien;3
2;201804;Standort2;direkt;IN;Indien;1
1;201804;Standort2;direkt;IN;Indien;3
1;201804;Standort2;indirekt;DE;Deutschland;3
1;201804;Standort2;indirekt;DE;Deutschland;3
1;201804;Standort2;direkt;IN;Indien;1
2;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;direkt;IN;Indien;1
7;201804;Standort2;indirekt;DE;Deutschland;3
2;201804;Standort2;direkt;IN;Indien;1
4;201803;Standort2;direkt;IN;Indien;3
6;201804;Standort2;indirekt;DE;Deutschland;3
5;201804;Standort2;indirekt;DE;Deutschland;3
2;201804;Standort2;indirekt;DE;Deutschland;3
4;201804;Standort2;direkt;IN;Indien;3
16;201804;Standort2;indirekt;DE;Deutschland;1
15;201804;Standort2;direkt;IN;Indien;1
3;201804;Standort2;direkt;IN;Indien;1
26;201804;Standort2;direkt;IN;Indien;3
6;201804;Standort2;direkt;IN;Indien;3
2;201804;Standort2;indirekt;DE;Deutschland;1
10;201804;Standort2;indirekt;DE;Deutschland;3
1;201804;Standort2;indirekt;DE;Deutschland;5
1;201804;Standort2;indirekt;DE;Deutschland;3
1;201804;Standort2;indirekt;DE;Deutschland;3
1;201805;Standort2;direkt;IN;Indien;1
1;201803;Standort2;direkt;IN;Indien;1
1;201804;Standort2;indirekt;DE;Deutschland;3
1;201804;Standort2;indirekt;DE;Deutschland;3
1;201804;Standort2;direkt;IN;Indien;1
5;201804;Standort2;indirekt;DE;Deutschland;3
1;201804;Standort2;indirekt;GB;Vereinigtes Königreich;3
1;201804;Standort2;indirekt;GB;Vereinigtes Königreich;1
1;201804;Standort2;indirekt;GB;Vereinigtes Königreich;1
1;201804;Standort2;indirekt;DE;Deutschland;3
1;201803;Standort2;indirekt;DE;Deutschland;1
2;201804;Standort2;indirekt;DE;Deutschland;1
75;201808;Standort2;indirekt;DE;Deutschland;1
75;201807;Standort2;indirekt;DE;Deutschland;1
75;201805;Standort2;indirekt;DE;Deutschland;1
75;201804;Standort2;indirekt;DE;Deutschland;1
